gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,1,0,72,1,2,1,2,2,2,2,0,2,2,0,0,105.6,5816,0
1,0,1,0,31,1,2,1,0,2,2,0,2,0,0,0,2,93.8,2617,1
0,0,0,0,50,1,2,1,0,0,0,0,2,2,0,1,2,95.7,3998,0
1,0,1,0,71,1,2,0,2,0,2,2,2,2,2,0,2,83.2,4998,0
1,1,1,0,70,1,2,0,2,2,2,2,2,2,2,0,1,90.05,5119,0
1,0,0,0,71,1,2,1,2,0,0,2,0,2,1,0,1,97.65,5305,0
1,0,1,1,61,1,0,0,2,2,2,2,0,0,2,1,0,68.05,3554,0
1,0,0,0,32,1,0,1,0,0,0,2,2,2,0,1,2,96.2,2767,1
0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,79.6,5970,1
1,0,0,0,68,1,2,1,2,2,2,0,0,2,2,1,0,102.1,5601,0
1,0,0,0,62,1,2,2,1,1,1,1,1,1,2,0,0,23.4,793,0
0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,1,2,71.05,3995,0
1,0,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,85.25,1244,1
1,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,19.45,250,0
0,1,0,0,33,0,1,0,2,2,2,0,2,2,0,1,0,59.45,1458,0
1,0,1,1,28,1,2,1,0,0,0,0,2,2,1,0,0,92.2,2223,0
1,0,0,0,27,1,0,2,1,1,1,1,1,1,2,0,1,19.85,3981,0
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,43.9,2408,0
1,0,0,0,26,1,2,1,0,0,0,2,0,0,0,1,2,80.5,1717,1
1,1,0,0,5,1,2,1,0,2,0,0,0,2,0,1,2,89.8,4251,1
1,1,0,0,30,1,2,1,2,0,0,0,0,2,0,1,1,90.5,2244,0
1,0,0,0,63,1,2,1,0,2,0,0,0,2,1,0,1,90.45,4801,0
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,50.75,4234,1
0,0,0,1,53,1,2,0,0,2,2,2,2,2,1,1,2,84.6,3775,0
0,0,1,1,14,1,0,1,0,2,0,2,0,2,0,1,1,89.65,380,1
0,0,0,0,21,1,0,1,0,2,0,2,2,2,0,1,0,99.15,1558,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.95,2700,0
1,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,20.5,2508,0
0,0,0,0,35,1,0,0,0,0,2,0,0,2,0,1,2,62.1,1727,0
0,1,0,0,32,1,0,1,0,0,0,0,0,2,0,1,2,79.5,2319,0
0,0,1,1,28,1,0,2,1,1,1,1,1,1,0,1,0,19.55,4509,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.35,1613,0
1,0,0,0,59,0,1,0,0,0,0,2,2,2,0,1,2,51.7,2602,0
0,0,1,1,72,1,2,2,1,1,1,1,1,1,1,1,0,23.3,1094,0
1,0,0,0,36,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2145,1
0,0,0,0,40,1,0,0,2,2,0,0,2,0,0,0,3,65.1,2237,0
1,0,1,1,40,1,2,1,0,0,2,0,0,0,0,1,2,81.2,2859,0
0,0,0,1,9,1,0,0,0,0,2,2,2,2,0,1,3,72.9,5211,1
1,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,74.5,3957,0
0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.5,1955,0
1,0,1,1,40,0,1,0,0,2,2,2,2,2,1,0,3,60.3,2099,0
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,3,75,5250,0
1,1,1,0,34,1,0,1,2,0,0,2,2,0,1,0,3,90.15,2718,0
1,0,0,0,5,0,1,0,2,0,2,2,0,0,0,0,3,40,1862,1
1,1,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.45,6365,1
1,0,1,0,9,1,2,0,0,2,2,0,0,2,0,1,1,69.05,5226,0
1,0,1,1,31,1,2,0,0,0,0,0,0,2,0,0,0,59.7,1379,0
0,0,1,0,50,1,0,2,1,1,1,1,1,1,1,1,0,19.85,6429,0
0,0,0,0,2,1,0,1,2,2,0,2,0,0,0,1,2,86.25,1360,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,3821,1
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,1,3,70.1,4576,1
0,0,0,0,9,0,1,0,0,2,0,0,0,2,0,0,2,40.75,3108,0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,70.2,286,1
0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0,2,55.35,1126,1
1,0,1,0,25,1,0,1,0,0,0,2,2,2,0,1,1,95.7,1972,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,46.3,3906,0
0,0,1,1,45,1,2,0,2,2,2,2,2,0,0,0,3,81.3,3067,0
1,1,1,1,51,1,2,1,0,2,2,0,0,0,0,1,2,84.2,3542,1
0,0,1,1,55,1,0,2,1,1,1,1,1,1,0,0,1,20,169,0
0,0,0,0,38,1,2,0,2,2,2,0,0,0,0,1,0,66.15,2180,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,45.85,6055,1
1,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,2,19.6,5609,0
1,0,0,0,34,1,0,0,0,2,0,0,0,0,0,1,2,49.8,1243,0
0,0,1,0,70,1,2,1,0,0,2,0,2,2,1,1,2,101.75,5552,0
0,0,0,0,13,1,0,0,2,0,0,2,0,0,1,0,3,55.15,5737,0
1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,0,2,75.25,2614,1
0,0,0,0,61,1,2,1,0,2,2,0,2,2,1,1,2,103.95,5170,0
0,0,0,0,12,1,2,1,0,0,2,0,2,2,0,1,0,100.15,307,1
1,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,1,99.65,3605,0
1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,1,2,73.7,999,0
1,1,0,0,55,0,1,0,0,0,2,0,2,2,1,1,0,50.05,2383,0
1,0,1,0,69,0,1,0,2,0,2,2,2,2,2,0,0,60.25,3466,0
1,1,1,1,26,1,2,1,0,2,2,0,2,2,0,0,2,105.75,2354,1
0,1,1,0,69,1,0,1,2,2,0,0,0,2,1,0,1,87.3,4950,0
0,1,1,0,18,0,1,0,0,0,2,0,2,2,0,1,2,48.35,6064,1
1,0,1,1,47,1,2,0,0,2,0,0,0,0,0,0,2,54.25,2192,0
0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,0,85.3,5001,0
1,1,1,0,33,0,1,0,0,2,2,2,2,0,0,1,2,50,1272,0
0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,3,24.4,3114,1
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,90.95,5290,0
1,1,1,0,37,1,0,1,0,0,0,0,0,0,0,1,0,72.25,2231,0
0,1,1,1,62,1,2,1,0,2,2,0,0,2,0,1,1,96.1,4928,0
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,1,19.85,685,0
1,0,0,1,23,1,0,0,0,2,0,2,0,0,0,1,0,55.3,517,0
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,20.1,2555,0
1,0,0,0,9,1,0,0,2,0,2,2,2,0,0,1,3,69.5,5224,0
1,0,1,1,17,1,2,2,1,1,1,1,1,1,2,1,3,25.15,3515,0
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,0,20.95,6211,1
0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,2,49.55,4141,1
0,0,1,0,24,1,2,1,0,0,2,0,0,0,0,1,3,79.65,1525,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.25,5568,0
1,1,0,0,72,1,2,1,2,2,2,2,2,2,2,0,0,113.8,5932,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1271,0
0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,19.7,1774,0
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1308,1
0,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,1,50.15,285,1
0,1,1,0,60,1,2,1,0,0,2,0,2,2,1,1,1,100.5,4932,0
1,1,1,0,29,1,2,1,0,2,2,0,0,2,0,1,2,95.9,2384,1
0,0,0,0,49,1,0,0,0,0,2,2,2,2,2,1,0,74.45,3206,0
0,1,0,0,30,1,2,1,0,2,2,0,2,2,0,1,2,104.1,2711,0
0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,1,19.05,6514,0
1,0,0,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25,10,0
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.05,1020,0
1,0,0,0,39,1,0,1,0,0,2,2,0,0,1,0,2,81.9,2801,0
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,4722,0
0,0,1,1,51,1,2,1,0,0,2,0,0,2,1,1,2,90.15,3882,0
1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,25.35,1408,0
1,1,0,0,71,1,2,2,1,1,1,1,1,1,2,1,3,24.65,1292,0
0,1,1,0,70,1,0,2,1,1,1,1,1,1,2,1,1,19.55,855,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,2152,1
1,0,1,0,38,0,1,0,2,2,0,2,2,2,2,1,0,60,1814,0
0,0,1,0,28,1,0,1,0,2,2,0,0,2,0,0,1,89.9,2081,0
0,0,1,0,32,1,0,2,1,1,1,1,1,1,0,0,0,19.4,5163,0
1,1,1,0,49,1,0,0,0,2,0,0,0,0,2,0,3,49.8,2034,0
0,0,1,1,37,1,2,2,1,1,1,1,1,1,2,1,0,24.1,6244,0
0,0,0,0,10,1,0,0,0,0,2,2,0,0,0,0,2,54.25,4803,0
1,0,1,0,67,1,2,1,2,2,2,0,2,2,1,0,1,109.9,5686,0
1,0,0,0,7,0,1,0,0,0,2,2,0,0,1,1,1,35.5,2135,0
0,0,0,0,51,1,0,1,0,0,0,0,2,2,1,0,1,87.55,3797,0
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,45.15,3558,1
0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,3,88.4,5950,0
1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,1,3,50.8,1652,0
1,0,1,0,71,1,2,1,2,2,2,0,2,0,2,1,2,99,5497,0
0,0,1,1,50,1,2,1,0,0,0,0,2,0,0,1,0,84.4,3508,1
0,1,1,1,24,1,0,1,0,0,2,0,2,2,2,1,2,96.55,1900,0
1,0,1,0,22,1,0,0,2,0,0,0,2,0,1,1,0,59.75,675,0
1,0,0,0,44,1,2,1,2,2,2,0,2,2,0,1,2,111.5,4165,0
0,0,1,1,33,1,2,2,1,1,1,1,1,1,0,0,0,24.25,6166,0
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,5768,1
0,0,1,0,54,1,2,0,0,0,0,0,2,2,1,1,1,70.15,3203,1
1,0,0,0,42,1,2,1,0,2,0,0,2,2,0,1,2,101.75,3639,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.8,3824,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,1616,0
1,0,0,0,30,1,0,0,2,2,0,2,2,0,1,0,2,70.4,1676,0
0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,30.55,2594,0
1,0,1,1,16,1,2,0,2,2,0,2,2,2,0,0,2,84.9,726,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,1608,1
1,0,1,0,9,0,1,0,0,0,0,2,2,0,0,0,3,40.65,2852,1
1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,101,3961,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.1,5440,1
1,0,1,0,71,1,0,0,2,0,0,2,0,0,2,0,0,54.5,3244,0
1,0,0,0,43,1,2,1,0,0,0,0,0,0,0,1,1,75.35,2745,0
1,0,1,0,50,0,1,0,2,0,0,2,2,0,1,1,0,44.45,1804,0
0,0,0,0,13,1,2,1,0,0,0,0,0,0,0,1,3,75,6528,1
1,0,1,1,19,1,0,1,0,2,0,2,2,2,1,0,0,100,1465,1
0,0,0,0,41,1,2,1,0,0,2,0,2,2,0,0,0,98.05,3408,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.15,5566,1
0,0,0,0,24,0,1,0,0,2,2,0,2,2,0,1,1,54.15,441,1
0,0,1,0,40,1,2,0,0,2,0,0,2,0,1,0,0,63.9,2283,0
0,0,1,1,3,1,2,0,0,2,2,0,2,0,0,1,0,69.15,1986,0
0,0,0,0,37,1,2,0,2,0,0,0,2,0,1,0,0,64.65,1982,0
0,0,1,1,67,1,2,1,2,0,2,2,2,2,2,1,1,108.75,5603,1
0,0,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,98.85,2681,0
0,0,1,0,6,1,0,0,0,0,0,2,0,0,0,1,2,49.15,2351,1
0,0,1,1,32,1,2,1,2,0,0,0,2,0,0,0,2,89.6,2509,0
0,0,0,0,59,1,2,1,0,2,2,0,0,0,0,1,2,83.25,4193,0
0,0,1,0,30,1,0,0,0,2,2,2,0,2,1,0,0,70.25,1820,0
1,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,2,19.4,3218,1
0,0,1,1,27,1,2,2,1,1,1,1,1,1,2,0,2,24.5,5830,0
0,1,0,0,20,1,2,1,2,0,0,0,0,0,0,1,2,79.15,943,1
1,0,0,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.1,1496,0
0,0,1,1,68,1,2,0,2,2,2,0,2,0,1,1,1,73,4336,0
0,0,1,1,69,1,2,0,2,0,0,2,0,0,2,0,1,61.4,3469,0
1,0,0,0,26,1,2,1,0,0,2,2,0,0,0,1,3,84.3,1921,0
1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.9,646,0
1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,3,20.4,1946,0
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.75,4234,0
1,0,1,1,10,1,0,2,1,1,1,1,1,1,1,0,3,20.45,2065,0
0,0,1,1,55,1,2,0,2,2,0,2,0,2,1,1,0,75.75,3634,0
1,0,0,0,44,1,0,0,2,0,0,2,2,0,1,0,2,65.4,2406,0
1,1,1,0,46,1,0,1,0,0,0,0,0,2,0,1,2,80.4,3121,1
1,0,1,1,69,1,0,0,2,2,2,0,0,0,2,1,0,59.75,3478,0
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,2,78.5,6273,0
0,0,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,102,276,1
1,0,0,0,29,1,0,0,0,0,2,0,0,0,0,0,0,48.95,589,0
0,0,1,0,57,1,2,1,2,0,0,0,2,2,0,1,2,99.65,4555,0
1,0,0,0,28,1,0,2,1,1,1,1,1,1,1,0,1,18.25,4461,0
0,0,0,0,42,1,0,0,2,0,2,0,0,0,0,0,1,54.55,2105,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.65,3258,1
1,0,0,1,23,0,1,0,2,2,0,2,0,0,1,0,0,40.65,6435,0
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,0,3,20.45,3090,0
1,0,1,1,62,1,2,2,1,1,1,1,1,1,1,0,0,24.8,875,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.8,5517,1
1,0,0,0,16,1,2,1,0,0,0,2,0,2,0,1,1,89.05,831,1
0,0,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,96.6,2516,1
1,0,0,0,67,1,2,0,2,2,2,2,2,2,1,1,0,88.8,4848,0
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,20.05,372,0
0,0,1,0,57,1,2,1,0,2,2,0,2,2,0,1,1,104.5,4858,1
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.8,849,0
0,0,1,1,23,1,2,0,2,0,2,2,2,0,2,1,0,77.15,1282,0
0,0,0,1,25,0,1,0,2,0,0,2,0,0,2,0,0,35.05,6189,0
0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,108.1,5900,0
0,0,1,0,2,1,2,1,0,0,0,0,2,0,0,1,2,84.05,616,0
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,0,20.2,732,0
0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,3,50.6,2136,1
1,0,0,0,35,0,1,0,0,0,2,0,2,2,0,0,2,49.2,1201,0
1,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,2,24.6,4856,0
0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,2,71.65,640,0
1,0,1,1,72,1,2,1,2,2,2,2,0,2,2,1,1,104.9,5886,0
0,0,0,0,41,1,2,1,2,2,2,2,2,0,0,1,2,106.5,3643,0
1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,2,49.35,1809,1
1,0,0,0,26,1,0,1,0,2,0,0,0,0,1,0,0,75.5,1647,0
1,0,0,0,7,1,0,1,0,2,0,0,2,2,0,1,2,94.25,5309,1
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,68.95,5383,1
0,0,1,1,4,1,2,0,0,2,0,2,0,0,0,1,3,58.5,1877,0
1,0,0,0,48,1,0,0,0,2,2,2,2,2,2,0,1,78.9,3237,0
1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,1566,1
0,1,1,0,12,1,0,0,2,0,2,2,2,2,1,1,2,79.2,6430,0
1,0,1,0,60,1,2,1,2,0,2,2,2,2,0,1,0,109.45,5247,0
1,0,0,0,55,1,0,0,2,0,2,2,0,0,2,1,2,59.2,2758,0
1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,29.15,2503,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1607,0
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,76.05,2763,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.45,2040,1
0,0,0,0,42,1,0,0,0,0,2,2,0,2,2,0,1,66.5,2399,0
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,49.55,4141,0
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,1,89.35,5102,1
1,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,1,73.6,1957,0
0,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,82.65,4855,0
1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49,5763,0
1,0,1,0,4,1,0,1,0,0,0,0,2,0,0,1,2,80.35,2667,1
0,0,0,0,11,1,2,2,1,1,1,1,1,1,1,0,2,25.2,2101,0
0,0,0,0,5,1,2,2,1,1,1,1,1,1,0,0,3,25.45,621,0
0,1,0,0,1,1,0,0,2,0,2,0,0,0,0,1,2,55.8,4567,1
1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,110.9,6109,0
0,0,1,0,55,1,2,1,0,2,0,0,0,0,0,1,1,77.75,3637,0
0,0,1,1,40,1,2,2,1,1,1,1,1,1,0,1,2,26.2,149,0
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,0,0,19.9,224,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.05,5961,1
1,0,1,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95,6440,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.2,2151,1
1,1,1,1,52,1,2,0,0,2,2,0,2,2,1,1,2,80.85,3481,0
1,1,0,0,41,1,2,1,0,0,2,0,2,2,0,1,2,98.4,3577,1
1,0,1,0,43,1,0,0,0,0,0,0,2,0,1,1,3,56.35,2030,0
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,0,19.3,6306,0
1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,50.4,665,0
1,1,1,1,66,1,2,0,2,2,2,2,2,0,2,0,1,79.4,4333,1
1,0,1,1,55,1,0,0,0,0,2,2,0,0,2,1,1,55.25,2709,0
1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,19.1,4421,0
0,0,0,1,12,1,2,1,0,0,0,0,2,0,0,1,2,84.05,6477,0
0,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,2,105.2,5470,0
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3027,1
1,1,1,0,10,1,2,1,0,0,2,0,0,2,0,1,2,89.8,6353,1
1,0,1,1,27,1,2,1,0,0,0,0,0,0,0,1,0,75.75,1526,0
0,0,0,0,58,1,0,1,0,0,0,2,2,2,0,1,2,95.3,4797,0
1,0,1,0,54,1,0,1,2,2,2,2,2,2,2,0,0,109.75,4992,1
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.85,1310,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,1,19.3,2426,1
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,2,69.1,3696,0
0,1,0,0,26,1,0,1,0,0,0,0,2,2,0,1,2,91.25,1994,1
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1429,0
1,0,1,0,8,1,0,0,0,2,2,0,0,0,0,1,3,54.75,3777,0
1,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,2,81.45,6350,0
0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.1,5371,1
1,0,1,0,43,1,2,0,2,0,2,0,2,2,1,1,2,80.2,3104,0
1,0,0,0,42,1,2,1,0,0,0,2,2,2,0,1,2,100.3,3606,0
0,0,0,0,31,1,2,0,2,0,2,2,0,0,0,0,1,65.25,1605,1
0,0,0,1,66,1,2,1,2,0,2,2,0,0,2,1,1,90.95,4867,0
0,1,0,0,18,1,2,1,0,2,0,2,0,0,0,1,2,85.45,918,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20,1606,0
1,0,1,0,61,1,2,1,0,2,0,2,2,0,2,1,2,94.1,4667,1
1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,0,2,79.85,6002,0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,5571,1
0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,73.55,651,0
1,0,1,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.65,2196,1
0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.3,4490,0
1,0,0,0,50,1,0,2,1,1,1,1,1,1,1,0,1,20.15,6507,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.55,3743,0
1,0,0,0,2,1,0,0,2,0,0,2,0,0,0,1,3,54.45,6267,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,0,19.65,3044,0
1,0,1,1,69,1,2,1,0,2,2,0,2,2,2,1,2,105,5660,0
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,88.7,5096,0
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.25,1731,1
1,1,1,1,50,1,2,0,2,2,2,0,0,2,2,1,0,75.15,3273,0
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,20.25,92,0
0,0,1,0,58,1,2,1,2,2,0,2,2,2,2,1,1,109.1,5155,0
1,0,0,0,46,0,1,0,2,0,0,0,0,0,1,1,0,30.75,881,0
1,1,1,0,72,1,2,1,2,2,2,2,2,2,0,1,1,112.9,6045,0
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.2,5715,1
0,0,1,1,6,1,2,1,0,2,2,0,2,0,0,1,3,94.05,4344,0
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.85,4758,0
1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,1,3,55.3,2018,0
0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.35,67,0
1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.35,0,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,20.45,2944,0
0,0,1,0,65,1,0,2,1,1,1,1,1,1,2,0,0,19.35,582,0
1,1,1,0,43,1,2,1,0,2,0,0,2,2,0,1,2,101,3725,1
1,0,1,0,4,1,2,1,0,2,0,0,2,2,0,1,2,100.2,3591,1
1,1,1,0,25,1,2,1,2,0,0,0,0,2,1,1,2,89.05,1791,1
0,0,1,0,51,1,2,0,0,2,0,2,2,2,1,1,1,78.65,3375,0
1,0,0,0,12,1,2,0,0,0,2,0,2,2,0,0,0,74.75,6118,0
0,0,1,1,57,1,0,0,2,0,0,0,2,2,1,1,0,70.1,3351,1
0,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,19.9,4455,0
0,0,1,0,64,1,2,0,0,0,2,2,0,0,1,0,0,58.35,3227,0
0,0,0,0,4,1,0,1,0,2,2,2,2,2,1,1,2,105.65,3765,1
0,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,0,100.5,2248,0
0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,20.05,2455,0
1,1,1,0,64,1,2,2,1,1,1,1,1,1,2,0,1,25.65,1257,0
1,1,1,0,36,1,2,1,0,2,0,0,2,2,0,1,2,96.5,2975,1
0,0,1,0,27,1,2,1,0,0,0,0,2,2,0,0,1,95,2115,0
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.85,5518,1
0,0,0,0,35,1,2,0,2,0,2,2,2,2,1,1,1,85.95,2706,1
1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,2,73.9,2430,1
0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,1,2,45.45,3503,0
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,1,20,1586,0
0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.2,64,0
0,0,1,0,58,1,2,1,2,2,2,0,2,2,2,1,0,109.45,5014,1
1,0,1,0,51,1,0,0,2,2,2,2,2,2,2,1,1,83.25,3487,0
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.25,6247,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.65,1487,0
1,0,0,0,46,1,2,1,0,0,0,0,0,0,0,0,0,72.8,2827,0
0,0,1,0,50,1,2,1,2,2,0,2,2,2,0,1,0,109.65,4496,0
1,0,1,1,53,1,0,0,0,2,0,2,2,0,0,0,1,65,2918,0
1,0,1,0,61,1,2,1,0,2,2,2,2,2,0,1,2,114.1,5594,0
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,0,20.65,6393,0
1,0,0,0,47,1,0,0,2,2,2,2,2,2,1,1,0,86.95,3534,0
0,0,0,0,54,1,2,1,0,2,2,0,2,0,1,1,0,94.75,4312,0
1,0,0,1,19,0,1,0,0,0,0,0,0,0,0,1,1,25.35,4680,0
0,0,0,1,26,1,0,1,0,2,2,2,2,2,2,1,2,105.45,2355,0
1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1314,0
1,0,1,0,17,1,2,1,0,2,2,0,2,2,0,1,2,102.55,1259,0
0,0,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,100.2,2580,1
0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,24,2035,0
0,0,1,1,19,1,2,2,1,1,1,1,1,1,2,0,3,25.6,4092,0
